order_id,order_date,product_id,product_name,category,city,store_type,quantity,price,discount,revenue
42,2024-10-06 13:18:00,P008,Product_8,Home,Pune,Online,3,119.2,7.25,350.35
43,2024-11-06 15:41:00,P029,Product_29,Home,Pune,Offline,1,375.58,6.9,368.68
44,2024-11-06 05:34:00,P011,Product_11,Home,Delhi,Offline,2,244.34,6.01,482.67
45,2024-01-25 14:03:00,P032,Product_32,Home,Chennai,Online,4,380.77,4.78,1518.3
46,2024-04-25 02:06:00,P016,Product_16,Home,Mumbai,Online,2,289.95,1.31,578.59
47,2024-04-29 08:40:00,P036,Product_36,Clothing,Delhi,Offline,1,254.28,1.02,253.26
48,2024-12-17 07:09:00,P006,Product_6,Clothing,Delhi,Offline,1,117.54,6.6,110.94
49,2024-05-01 22:38:00,P005,Product_5,Electronics,Chennai,Online,1,288.98,6.46,282.52
50,2024-08-11 09:33:00,P014,Product_14,Sports,Mumbai,Online,1,340.59,2.78,337.81
51,2024-01-20 16:54:00,P001,Product_1,Clothing,Bangalore,Offline,4,328.7,7.94,1306.86
52,2024-03-01 09:49:00,P002,Product_2,Sports,Delhi,Offline,2,383.1,5.88,760.32
53,2024-07-02 10:19:00,P047,Product_47,Clothing,Bangalore,Online,1,327.39,4.88,322.51
54,2024-03-26 16:16:00,P013,Product_13,Clothing,Mumbai,Online,2,219.87,5.43,434.31
55,2024-02-13 00:41:00,P023,Product_23,Clothing,Hyderabad,Offline,4,241.48,4.64,961.28
56,2024-02-01 08:11:00,P047,Product_47,Clothing,Chennai,Offline,2,327.39,0.83,653.95
57,2024-06-11 19:33:00,P022,Product_22,Beauty,Delhi,Online,4,215.44,0.87,860.89
58,2024-05-13 22:58:00,P037,Product_37,Electronics,Chennai,Offline,2,290.61,6.51,574.71
59,2024-11-29 08:03:00,P018,Product_18,Beauty,Kolkata,Online,3,342.83,2.26,1026.23
60,2024-12-13 03:21:00,P023,Product_23,Clothing,Mumbai,Offline,4,241.48,6.76,959.16
61,2024-11-13 09:42:00,P031,Product_31,Sports,Mumbai,Offline,1,108.6,5.72,102.88
62,2024-08-12 11:57:00,P049,Product_49,Electronics,Ahmedabad,Online,4,353.18,7.51,1405.21
63,2024-03-13 20:37:00,P019,Product_19,Home,Hyderabad,Offline,4,301.21,6.73,1198.11
64,2024-12-09 02:10:00,P037,Product_37,Electronics,Bangalore,Offline,1,290.61,2.28,288.33
65,2024-01-21 11:10:00,P021,Product_21,Sports,Kolkata,Online,1,56.66,3.42,53.24
66,2024-04-11 10:32:00,P038,Product_38,Sports,Bangalore,Online,3,184.81,3.75,550.68
67,2024-11-22 06:02:00,P039,Product_39,Clothing,Pune,Offline,2,254.3,8.28,500.32
68,2024-04-29 22:26:00,P027,Product_27,Home,Ahmedabad,Online,4,308.4,2.93,1230.67
69,2024-10-20 16:22:00,P003,Product_3,Electronics,Delhi,Offline,2,176.88,2.76,351.0
70,2024-10-30 06:27:00,P020,Product_20,Clothing,Chennai,Offline,1,44.33,3.6,40.73
71,2024-04-27 21:09:00,P015,Product_15,Beauty,Kolkata,Online,1,277.25,0.58,276.67
72,2024-01-12 15:15:00,P026,Product_26,Home,Kolkata,Offline,4,331.15,6.42,1318.18
73,2024-12-16 10:42:00,P024,Product_24,Clothing,Kolkata,Offline,4,306.65,6.36,1220.24
74,2024-05-18 04:24:00,P046,Product_46,Home,Chennai,Offline,2,117.34,5.7,228.98
75,2024-06-21 09:35:00,P025,Product_25,Beauty,Kolkata,Offline,3,245.07,8.95,726.26
76,2024-03-16 18:18:00,P023,Product_23,Clothing,Ahmedabad,Offline,3,241.48,4.28,720.16
77,2024-12-22 09:39:00,P017,Product_17,Clothing,Mumbai,Offline,4,371.13,5.23,1479.29
78,2024-08-28 00:24:00,P031,Product_31,Sports,Bangalore,Online,1,108.6,5.6,103.0
79,2024-11-10 18:05:00,P035,Product_35,Sports,Mumbai,Offline,3,56.37,2.35,166.76
80,2024-02-02 17:47:00,P050,Product_50,Home,Delhi,Online,2,93.85,2.47,185.23
81,2024-03-14 05:21:00,P036,Product_36,Clothing,Kolkata,Online,2,254.28,2.87,505.69
82,2024-10-31 08:35:00,P012,Product_12,Electronics,Delhi,Offline,1,171.64,5.83,165.81
83,2024-01-16 17:29:00,P022,Product_22,Beauty,Chennai,Offline,2,215.44,5.97,424.91
84,2024-08-29 00:37:00,P016,Product_16,Home,Ahmedabad,Offline,3,289.95,7.13,862.72
85,2024-11-08 21:08:00,P015,Product_15,Beauty,Delhi,Online,3,277.25,8.38,823.37
86,2024-12-19 18:12:00,P005,Product_5,Electronics,Pune,Online,4,288.98,7.02,1148.9
87,2024-08-11 07:21:00,P008,Product_8,Home,Pune,Online,4,119.2,2.03,474.77
88,2024-02-28 06:27:00,P041,Product_41,Electronics,Bangalore,Offline,4,385.24,7.13,1533.83
89,2024-04-19 12:26:00,P014,Product_14,Sports,Mumbai,Offline,4,340.59,1.91,1360.45
90,2024-03-01 09:02:00,P035,Product_35,Sports,Hyderabad,Online,3,56.37,8.01,161.1
91,2024-09-24 17:03:00,P025,Product_25,Beauty,Mumbai,Offline,1,245.07,9.96,235.11
92,2024-10-19 16:37:00,P036,Product_36,Clothing,Chennai,Offline,1,254.28,1.54,252.74
93,2024-01-11 01:49:00,P006,Product_6,Clothing,Mumbai,Offline,1,117.54,0.85,116.69
94,2024-04-15 20:55:00,P040,Product_40,Clothing,Kolkata,Offline,3,23.01,3.96,65.07
95,2024-02-08 07:24:00,P029,Product_29,Home,Mumbai,Online,2,375.58,2.3,748.86
96,2024-10-05 13:07:00,P011,Product_11,Home,Chennai,Online,2,244.34,9.49,479.19
97,2024-06-03 11:00:00,P031,Product_31,Sports,Pune,Offline,1,108.6,1.89,106.71
98,2024-10-10 00:41:00,P027,Product_27,Home,Ahmedabad,Online,4,308.4,3.13,1230.47
99,2024-05-08 21:24:00,P017,Product_17,Clothing,Delhi,Offline,3,371.13,2.99,1110.4
100,2024-12-25 18:29:00,P050,Product_50,Home,Mumbai,Offline,4,93.85,7.84,367.56
101,2024-05-22 21:26:00,P007,Product_7,Electronics,Hyderabad,Online,2,142.3,3.81,280.79
102,2024-08-26 03:39:00,P029,Product_29,Home,Delhi,Offline,2,375.58,5.38,745.78
103,2024-08-16 09:19:00,P001,Product_1,Clothing,Pune,Online,2,328.7,5.14,652.26
104,2024-04-03 22:40:00,P035,Product_35,Sports,Bangalore,Online,1,56.37,6.9,49.47
105,2024-09-09 16:55:00,P029,Product_29,Home,Mumbai,Offline,3,375.58,8.06,1118.68
106,2024-11-24 06:50:00,P001,Product_1,Clothing,Mumbai,Online,4,328.7,3.12,1311.68
107,2024-07-27 00:10:00,P048,Product_48,Home,Mumbai,Offline,2,145.33,2.54,288.12
108,2024-01-12 07:08:00,P038,Product_38,Sports,Pune,Offline,2,184.81,5.94,363.68
109,2024-12-30 15:58:00,P038,Product_38,Sports,Pune,Online,3,184.81,2.54,551.89
110,2024-08-06 07:54:00,P026,Product_26,Home,Bangalore,Online,1,331.15,9.89,321.26
111,2024-10-24 15:50:00,P033,Product_33,Home,Mumbai,Offline,4,320.8,1.26,1281.94
112,2024-04-25 21:03:00,P002,Product_2,Sports,Delhi,Online,2,383.1,3.03,763.17
113,2024-01-04 16:03:00,P038,Product_38,Sports,Ahmedabad,Online,4,184.81,3.92,735.32
114,2024-07-18 23:21:00,P013,Product_13,Clothing,Delhi,Offline,2,219.87,7.22,432.52
115,2024-05-13 09:24:00,P008,Product_8,Home,Mumbai,Online,2,119.2,2.18,236.22
116,2024-11-22 14:06:00,P050,Product_50,Home,Ahmedabad,Offline,2,93.85,9.6,178.1
117,2024-12-03 01:09:00,P027,Product_27,Home,Chennai,Online,4,308.4,1.79,1231.81
118,2024-05-30 18:22:00,P009,Product_9,Sports,Kolkata,Online,1,188.18,2.08,186.1
119,2024-05-31 18:17:00,P034,Product_34,Home,Kolkata,Online,1,323.86,4.72,319.14
120,2024-01-09 12:08:00,P032,Product_32,Home,Bangalore,Offline,4,380.77,6.49,1516.59
121,2024-03-29 17:19:00,P050,Product_50,Home,Bangalore,Offline,1,93.85,7.66,86.19
122,2024-01-07 09:33:00,P050,Product_50,Home,Kolkata,Offline,3,93.85,9.26,272.29
123,2024-05-02 10:41:00,P005,Product_5,Electronics,Pune,Offline,4,288.98,1.95,1153.97
124,2024-01-14 07:26:00,P011,Product_11,Home,Delhi,Online,1,244.34,4.16,240.18
125,2024-01-18 06:00:00,P015,Product_15,Beauty,Kolkata,Offline,3,277.25,0.68,831.07
126,2024-11-29 08:58:00,P035,Product_35,Sports,Kolkata,Offline,1,56.37,7.06,49.31
127,2024-06-27 00:26:00,P049,Product_49,Electronics,Ahmedabad,Online,2,353.18,0.78,705.58
128,2024-08-06 04:01:00,P008,Product_8,Home,Pune,Offline,1,119.2,8.53,110.67
129,2024-01-13 14:24:00,P024,Product_24,Clothing,Chennai,Online,4,306.65,5.17,1221.43
130,2024-03-19 14:27:00,P048,Product_48,Home,Ahmedabad,Online,4,145.33,0.5,580.82
131,2024-04-30 12:19:00,P015,Product_15,Beauty,Chennai,Offline,3,277.25,4.85,826.9
132,2024-02-17 18:05:00,P005,Product_5,Electronics,Bangalore,Online,3,288.98,1.92,865.02
133,2024-04-15 20:21:00,P041,Product_41,Electronics,Bangalore,Online,2,385.24,1.66,768.82
134,2024-04-29 07:20:00,P048,Product_48,Home,Mumbai,Online,4,145.33,3.25,578.07
135,2024-10-22 03:41:00,P009,Product_9,Sports,Chennai,Offline,1,188.18,6.01,182.17
136,2024-06-17 20:45:00,P017,Product_17,Clothing,Mumbai,Online,2,371.13,7.19,735.07
137,2024-04-15 12:47:00,P043,Product_43,Sports,Ahmedabad,Offline,2,266.48,7.51,525.45
138,2024-12-17 16:47:00,P028,Product_28,Home,Bangalore,Online,2,399.6,3.69,795.51
139,2024-02-13 22:53:00,P045,Product_45,Home,Ahmedabad,Offline,4,313.07,7.27,1245.01
140,2024-02-27 19:39:00,P046,Product_46,Home,Hyderabad,Offline,1,117.34,0.47,116.87
141,2024-07-16 18:52:00,P004,Product_4,Clothing,Mumbai,Online,1,289.13,4.72,284.41
142,2024-10-05 16:00:00,P041,Product_41,Electronics,Chennai,Offline,4,385.24,8.17,1532.79
143,2024-07-22 01:42:00,P036,Product_36,Clothing,Ahmedabad,Online,4,254.28,4.43,1012.69
144,2024-05-24 06:12:00,P042,Product_42,Clothing,Pune,Offline,4,231.71,4.84,922.0
145,2024-06-19 21:46:00,P040,Product_40,Clothing,Kolkata,Offline,2,23.01,3.29,42.73
146,2024-03-10 05:01:00,P028,Product_28,Home,Pune,Offline,3,399.6,1.06,1197.74
147,2024-02-16 20:58:00,P032,Product_32,Home,Ahmedabad,Online,4,380.77,4.45,1518.63
148,2024-07-07 09:49:00,P048,Product_48,Home,Kolkata,Online,2,145.33,4.69,285.97
149,2024-04-02 15:08:00,P018,Product_18,Beauty,Ahmedabad,Online,3,342.83,6.32,1022.17
150,2024-11-09 05:52:00,P003,Product_3,Electronics,Pune,Offline,3,176.88,6.02,524.62
151,2024-10-23 09:49:00,P006,Product_6,Clothing,Pune,Offline,2,117.54,9.84,225.24
152,2024-10-26 06:46:00,P008,Product_8,Home,Ahmedabad,Online,1,119.2,2.18,117.02
153,2024-04-29 09:28:00,P022,Product_22,Beauty,Kolkata,Offline,2,215.44,3.5,427.38
154,2024-05-09 21:40:00,P007,Product_7,Electronics,Mumbai,Offline,3,142.3,8.21,418.69
155,2024-11-08 14:08:00,P019,Product_19,Home,Delhi,Online,2,301.21,5.06,597.36
156,2024-05-13 13:49:00,P004,Product_4,Clothing,Kolkata,Online,4,289.13,4.86,1151.66
157,2024-05-12 02:10:00,P004,Product_4,Clothing,Mumbai,Offline,1,289.13,1.75,287.38
158,2024-10-09 09:58:00,P049,Product_49,Electronics,Chennai,Online,1,353.18,1.16,352.02
159,2024-01-25 01:56:00,P037,Product_37,Electronics,Bangalore,Offline,2,290.61,6.67,574.55
160,2024-11-14 04:21:00,P049,Product_49,Electronics,Chennai,Offline,2,353.18,6.97,699.39
161,2024-11-25 09:23:00,P049,Product_49,Electronics,Chennai,Online,4,353.18,5.57,1407.15
162,2024-08-19 03:57:00,P004,Product_4,Clothing,Mumbai,Online,4,289.13,1.79,1154.73
163,2024-05-15 10:36:00,P001,Product_1,Clothing,Pune,Offline,4,328.7,9.81,1304.99
164,2024-12-02 06:29:00,P032,Product_32,Home,Bangalore,Online,2,380.77,7.23,754.31
165,2024-11-23 06:46:00,P013,Product_13,Clothing,Ahmedabad,Offline,1,219.87,2.68,217.19
166,2024-04-13 09:03:00,P032,Product_32,Home,Kolkata,Offline,3,380.77,3.37,1138.94
167,2024-08-29 06:14:00,P046,Product_46,Home,Pune,Online,4,117.34,7.45,461.91
168,2024-06-25 10:53:00,P019,Product_19,Home,Hyderabad,Offline,2,301.21,0.53,601.89
169,2024-05-22 07:14:00,P021,Product_21,Sports,Kolkata,Online,4,56.66,8.01,218.63
170,2024-06-14 05:52:00,P016,Product_16,Home,Hyderabad,Offline,3,289.95,5.23,864.62
171,2024-06-10 10:53:00,P001,Product_1,Clothing,Pune,Offline,3,328.7,1.44,984.66
172,2024-08-27 17:51:00,P043,Product_43,Sports,Hyderabad,Offline,2,266.48,1.12,531.84
173,2024-10-19 16:20:00,P041,Product_41,Electronics,Chennai,Offline,4,385.24,6.76,1534.2
174,2024-11-04 16:21:00,P021,Product_21,Sports,Hyderabad,Online,1,56.66,2.83,53.83
175,2024-06-04 11:28:00,P034,Product_34,Home,Pune,Online,3,323.86,1.18,970.4
176,2024-07-02 23:08:00,P049,Product_49,Electronics,Pune,Offline,2,353.18,9.48,696.88
177,2024-09-26 03:04:00,P014,Product_14,Sports,Delhi,Online,2,340.59,3.46,677.72
178,2024-02-14 03:08:00,P023,Product_23,Clothing,Ahmedabad,Online,4,241.48,2.27,963.65
179,2024-07-06 14:14:00,P040,Product_40,Clothing,Kolkata,Offline,1,23.01,8.82,14.19
180,2024-02-03 13:47:00,P047,Product_47,Clothing,Mumbai,Offline,2,327.39,7.78,647.0
181,2024-02-12 09:29:00,P012,Product_12,Electronics,Pune,Offline,4,171.64,5.2,681.36
182,2024-07-17 23:21:00,P037,Product_37,Electronics,Chennai,Online,4,290.61,6.29,1156.15
183,2024-11-05 07:41:00,P015,Product_15,Beauty,Ahmedabad,Online,4,277.25,3.84,1105.16
184,2024-11-09 18:23:00,P050,Product_50,Home,Bangalore,Online,2,93.85,0.94,186.76
185,2024-07-24 00:44:00,P035,Product_35,Sports,Delhi,Online,4,56.37,1.26,224.22
186,2024-03-23 23:28:00,P039,Product_39,Clothing,Pune,Online,1,254.3,3.69,250.61
187,2024-05-19 17:29:00,P049,Product_49,Electronics,Chennai,Offline,1,353.18,4.46,348.72
188,2024-03-08 13:52:00,P031,Product_31,Sports,Pune,Online,4,108.6,4.32,430.08
189,2024-06-06 04:54:00,P045,Product_45,Home,Kolkata,Offline,1,313.07,4.16,308.91
190,2024-08-10 20:53:00,P040,Product_40,Clothing,Bangalore,Online,4,23.01,6.56,85.48
191,2024-01-27 17:53:00,P008,Product_8,Home,Ahmedabad,Online,2,119.2,9.15,229.25
192,2024-08-08 08:41:00,P021,Product_21,Sports,Pune,Offline,2,56.66,2.55,110.77
193,2024-02-25 21:36:00,P017,Product_17,Clothing,Kolkata,Online,2,371.13,0.0,742.26
194,2024-03-01 16:48:00,P020,Product_20,Clothing,Chennai,Offline,1,44.33,1.29,43.04
195,2024-11-26 02:40:00,P008,Product_8,Home,Kolkata,Online,3,119.2,4.89,352.71
196,2024-04-13 21:17:00,P018,Product_18,Beauty,Hyderabad,Offline,3,342.83,4.31,1024.18
197,2024-09-22 07:14:00,P042,Product_42,Clothing,Delhi,Online,1,231.71,0.86,230.85
198,2024-03-01 21:18:00,P012,Product_12,Electronics,Kolkata,Online,3,171.64,4.05,510.87
199,2024-10-12 17:31:00,P023,Product_23,Clothing,Kolkata,Online,1,241.48,3.37,238.11
200,2024-07-17 15:20:00,P050,Product_50,Home,Kolkata,Online,4,93.85,8.46,366.94
201,2024-09-24 10:23:00,P007,Product_7,Electronics,Mumbai,Offline,3,142.3,5.0,421.9
202,2024-12-03 17:52:00,P015,Product_15,Beauty,Ahmedabad,Online,1,277.25,3.05,274.2
203,2024-08-29 12:22:00,P035,Product_35,Sports,Kolkata,Offline,3,56.37,9.22,159.89
204,2024-05-10 02:06:00,P018,Product_18,Beauty,Kolkata,Offline,1,342.83,0.53,342.3
205,2024-11-11 13:53:00,P002,Product_2,Sports,Mumbai,Offline,1,383.1,3.27,379.83
206,2024-09-05 11:08:00,P015,Product_15,Beauty,Pune,Online,2,277.25,6.62,547.88
207,2024-03-26 12:20:00,P034,Product_34,Home,Chennai,Online,3,323.86,3.42,968.16
208,2024-10-26 03:24:00,P032,Product_32,Home,Ahmedabad,Online,3,380.77,1.84,1140.47
209,2024-05-14 17:07:00,P049,Product_49,Electronics,Ahmedabad,Offline,2,353.18,9.84,696.52
210,2024-11-28 11:00:00,P010,Product_10,Electronics,Delhi,Offline,3,300.4,7.82,893.38
211,2024-07-25 15:23:00,P044,Product_44,Electronics,Bangalore,Offline,1,90.55,5.85,84.7
212,2024-11-15 09:12:00,P013,Product_13,Clothing,Bangalore,Offline,3,219.87,2.2,657.41
213,2024-05-27 09:28:00,P026,Product_26,Home,Bangalore,Online,2,331.15,2.5,659.8
214,2024-05-05 14:58:00,P031,Product_31,Sports,Bangalore,Online,4,108.6,2.57,431.83
215,2024-09-06 11:13:00,P046,Product_46,Home,Pune,Offline,1,117.34,2.48,114.86
216,2024-05-17 15:41:00,P041,Product_41,Electronics,Chennai,Offline,1,385.24,5.39,379.85
217,2024-04-29 06:16:00,P012,Product_12,Electronics,Ahmedabad,Offline,4,171.64,9.91,676.65
218,2024-09-19 12:34:00,P009,Product_9,Sports,Ahmedabad,Online,1,188.18,1.93,186.25
219,2024-02-25 11:47:00,P045,Product_45,Home,Mumbai,Offline,4,313.07,7.94,1244.34
220,2024-06-16 21:01:00,P003,Product_3,Electronics,Kolkata,Online,4,176.88,8.3,699.22
221,2024-09-16 07:23:00,P010,Product_10,Electronics,Pune,Online,2,300.4,7.86,592.94
222,2024-02-11 10:26:00,P032,Product_32,Home,Pune,Offline,2,380.77,3.88,757.66
223,2024-08-06 19:59:00,P011,Product_11,Home,Bangalore,Offline,3,244.34,7.72,725.3
224,2024-07-03 02:23:00,P007,Product_7,Electronics,Hyderabad,Offline,4,142.3,1.42,567.78
225,2024-06-03 00:51:00,P003,Product_3,Electronics,Bangalore,Offline,1,176.88,4.69,172.19
226,2024-05-28 07:24:00,P009,Product_9,Sports,Ahmedabad,Offline,4,188.18,3.92,748.8
227,2024-12-28 10:06:00,P002,Product_2,Sports,Pune,Online,1,383.1,8.82,374.28
228,2024-10-05 09:07:00,P032,Product_32,Home,Bangalore,Online,1,380.77,7.14,373.63
229,2024-04-07 23:36:00,P004,Product_4,Clothing,Kolkata,Offline,1,289.13,5.47,283.66
230,2024-11-01 18:03:00,P023,Product_23,Clothing,Hyderabad,Online,1,241.48,8.08,233.4
231,2024-10-18 16:23:00,P016,Product_16,Home,Pune,Online,1,289.95,9.01,280.94
232,2024-02-23 09:02:00,P038,Product_38,Sports,Kolkata,Online,2,184.81,8.32,361.3
233,2024-09-17 15:16:00,P024,Product_24,Clothing,Kolkata,Online,3,306.65,6.68,913.27
234,2024-08-03 00:52:00,P023,Product_23,Clothing,Delhi,Online,1,241.48,5.34,236.14
235,2024-06-05 22:17:00,P011,Product_11,Home,Pune,Offline,4,244.34,5.66,971.7
236,2024-10-08 17:01:00,P045,Product_45,Home,Kolkata,Online,4,313.07,1.12,1251.16
237,2024-11-13 22:23:00,P026,Product_26,Home,Bangalore,Online,2,331.15,5.77,656.53
238,2024-09-28 11:52:00,P035,Product_35,Sports,Pune,Offline,1,56.37,5.59,50.78
239,2024-07-17 17:51:00,P050,Product_50,Home,Kolkata,Online,3,93.85,1.25,280.3
240,2024-04-17 14:58:00,P043,Product_43,Sports,Mumbai,Online,2,266.48,2.76,530.2
241,2024-01-02 23:16:00,P021,Product_21,Sports,Kolkata,Online,2,56.66,1.88,111.44
242,2024-04-11 02:39:00,P042,Product_42,Clothing,Delhi,Offline,2,231.71,1.7,461.72
243,2024-04-27 16:55:00,P032,Product_32,Home,Pune,Offline,1,380.77,4.08,376.69
244,2024-07-23 23:35:00,P023,Product_23,Clothing,Ahmedabad,Online,3,241.48,3.93,720.51
245,2024-09-15 09:14:00,P026,Product_26,Home,Ahmedabad,Online,3,331.15,7.72,985.73
246,2024-01-27 07:55:00,P042,Product_42,Clothing,Hyderabad,Offline,1,231.71,4.95,226.76
247,2024-02-25 08:55:00,P046,Product_46,Home,Ahmedabad,Online,2,117.34,3.44,231.24
248,2024-06-15 00:06:00,P041,Product_41,Electronics,Hyderabad,Offline,3,385.24,3.01,1152.71
249,2024-11-11 20:27:00,P009,Product_9,Sports,Pune,Offline,2,188.18,0.3,376.06
250,2024-01-22 04:07:00,P002,Product_2,Sports,Delhi,Online,1,383.1,3.6,379.5
251,2024-03-18 17:00:00,P012,Product_12,Electronics,Mumbai,Offline,2,171.64,1.79,341.49
252,2024-03-26 09:11:00,P035,Product_35,Sports,Bangalore,Offline,3,56.37,3.94,165.17
253,2024-06-19 20:12:00,P023,Product_23,Clothing,Ahmedabad,Offline,2,241.48,3.37,479.59
254,2024-04-24 15:56:00,P020,Product_20,Clothing,Chennai,Online,1,44.33,2.79,41.54
255,2024-06-24 09:14:00,P044,Product_44,Electronics,Mumbai,Online,4,90.55,9.54,352.66
256,2024-03-30 23:48:00,P018,Product_18,Beauty,Mumbai,Offline,2,342.83,2.56,683.1
257,2024-12-21 11:10:00,P025,Product_25,Beauty,Chennai,Offline,2,245.07,1.31,488.83
258,2024-09-23 07:54:00,P021,Product_21,Sports,Chennai,Offline,3,56.66,8.85,161.13
259,2024-05-14 09:12:00,P011,Product_11,Home,Hyderabad,Online,4,244.34,4.29,973.07
260,2024-12-01 18:14:00,P017,Product_17,Clothing,Pune,Offline,2,371.13,1.18,741.08
261,2024-10-15 23:01:00,P050,Product_50,Home,Ahmedabad,Online,1,93.85,4.18,89.67
262,2024-09-08 14:49:00,P044,Product_44,Electronics,Bangalore,Online,2,90.55,9.48,171.62
263,2024-07-30 10:57:00,P039,Product_39,Clothing,Pune,Online,2,254.3,1.66,506.94
264,2024-01-14 23:56:00,P044,Product_44,Electronics,Mumbai,Online,2,90.55,1.25,179.85
265,2024-09-12 00:25:00,P015,Product_15,Beauty,Ahmedabad,Online,4,277.25,6.16,1102.84
266,2024-11-05 05:13:00,P021,Product_21,Sports,Hyderabad,Online,3,56.66,9.9,160.08
267,2024-01-23 08:34:00,P032,Product_32,Home,Delhi,Offline,2,380.77,3.41,758.13
268,2024-10-02 13:31:00,P010,Product_10,Electronics,Bangalore,Online,4,300.4,3.7,1197.9
269,2024-02-08 09:43:00,P032,Product_32,Home,Chennai,Online,2,380.77,6.79,754.75
270,2024-12-05 00:28:00,P030,Product_30,Clothing,Mumbai,Offline,2,289.08,5.02,573.14
271,2024-10-04 13:10:00,P046,Product_46,Home,Hyderabad,Online,3,117.34,5.88,346.14
272,2024-04-08 22:35:00,P023,Product_23,Clothing,Delhi,Online,2,241.48,4.84,478.12
273,2024-05-20 23:29:00,P004,Product_4,Clothing,Hyderabad,Online,2,289.13,6.13,572.13
274,2024-04-01 00:05:00,P022,Product_22,Beauty,Chennai,Online,2,215.44,8.08,422.8
